sentence,number,verbalised_number,verb
iphilisi lidla umgodi kanye,1,kanye,lidla
iphilisi lidla ihlo kanye,1,kanye,lidla
iphilisi lidla insimu kanye,1,kanye,lidla
iphilisi lidla isifunda kanye,1,kanye,lidla
iphilisi lidla udonga kanye,1,kanye,lidla
iphilisi lidla itiye kanye,1,kanye,lidla
iphilisi lidla ibhodlela kanye,1,kanye,lidla
iphilisi lidla ukhiye kanye,1,kanye,lidla
iphilisi lidla inkantini kanye,1,kanye,lidla
iphilisi lidla isisu kanye,1,kanye,lidla
iphilisi lidla uphaya kanye,1,kanye,lidla
iphilisi lidla intaba kanye,1,kanye,lidla
iphilisi lidla umengammeli kanye,1,kanye,lidla
iphilisi lidla umhlaba kanye,1,kanye,lidla
iphilisi lidla ibhanoyi kanye,1,kanye,lidla
iphilisi lidla incwadi kanye,1,kanye,lidla
iphilisi lidla isitshalo kanye,1,kanye,lidla
iphilisi lidla unesi kanye,1,kanye,lidla
iphilisi lidla isithwebuli kanye,1,kanye,lidla
iphilisi lidla isilwane esifuyiweyo kanye,1,kanye,lidla
iphilisi lidla igumbi kanye,1,kanye,lidla
iphilisi lidla iwindi kanye,1,kanye,lidla
iphilisi lidla ulwandle kanye,1,kanye,lidla
iphilisi lidla ummeli kanye,1,kanye,lidla
iphilisi lidla umphakathi kanye,1,kanye,lidla
iphilisi lidla ikomidi kanye,1,kanye,lidla
iphilisi lidla indlwana kanye,1,kanye,lidla
iphilisi lidla iphilisi kanye,1,kanye,lidla
iphilisi lidla uhlaza kanye,1,kanye,lidla
iphilisi lidla imoto kanye,1,kanye,lidla
uhlaza ludla imali kanye,1,kanye,ludla
uhlaza ludla ijikijolo kanye,1,kanye,ludla
uhlaza ludla inyoni kanye,1,kanye,ludla
uhlaza ludla ibhishi kanye,1,kanye,ludla
uhlaza ludla izwe kanye,1,kanye,ludla
uhlaza ludla isakhiwo kanye,1,kanye,ludla
uhlaza ludla umnini kanye,1,kanye,ludla
uhlaza ludla unyawo kanye,1,kanye,ludla
uhlaza ludla izambane kanye,1,kanye,ludla
uhlaza ludla iNkosi kanye,1,kanye,ludla
uhlaza ludla ibhola kanye,1,kanye,ludla
uhlaza ludla umzila kanye,1,kanye,ludla
uhlaza ludla isicathulo kanye,1,kanye,ludla
uhlaza ludla ihholitshi kanye,1,kanye,ludla
uhlaza ludla isihlahla kanye,1,kanye,ludla
uhlaza ludla ihhotela kanye,1,kanye,ludla
uhlaza ludla ihebhivo kanye,1,kanye,ludla
uhlaza ludla umuthi kanye,1,kanye,ludla
uhlaza ludla igilebhisi kanye,1,kanye,ludla
uhlaza ludla isikukhukhula kanye,1,kanye,ludla
uhlaza ludla inyuvesi kanye,1,kanye,ludla
uhlaza ludla inja kanye,1,kanye,ludla
uhlaza ludla iphoyisa kanye,1,kanye,ludla
uhlaza ludla umkhandlu kanye,1,kanye,ludla
uhlaza ludla iwayini kanye,1,kanye,ludla
uhlaza ludla uphawu kanye,1,kanye,ludla
uhlaza ludla indawo yokubhukuda kanye,1,kanye,ludla
uhlaza ludla ikhompyutha kanye,1,kanye,ludla
uhlaza ludla isikhulumi kanye,1,kanye,ludla
uhlaza ludla inyama kanye,1,kanye,ludla
uhlaza ludla udokotela kanye,1,kanye,ludla
uhlaza ludla indlovu kanye,1,kanye,ludla
uhlaza ludla inkampani kanye,1,kanye,ludla
uhlaza ludla inkukhu kanye,1,kanye,ludla
uhlaza ludla umlamuleli kanye,1,kanye,ludla
uhlaza ludla isidlo kanye,1,kanye,ludla
uhlaza ludla umfundi we-undergraduate kanye,1,kanye,ludla
uhlaza ludla ipayipi kanye,1,kanye,ludla
uhlaza ludla umfundisi kanye,1,kanye,ludla
uhlaza ludla ibhodwe kanye,1,kanye,ludla
uhlaza ludla iphalamende kanye,1,kanye,ludla
uhlaza ludla iholidi kanye,1,kanye,ludla
uhlaza ludla indaba kanye,1,kanye,ludla
uhlaza ludla ufishi kanye,1,kanye,ludla
uhlaza ludla ithoyizi kanye,1,kanye,ludla
uhlaza ludla umfula kanye,1,kanye,ludla
uhlaza ludla ukhilimu oyiqhwa kanye,1,kanye,ludla
uhlaza ludla ibhokisi kanye,1,kanye,ludla
uhlaza ludla isitambu kanye,1,kanye,ludla
uhlaza ludla umsebenzi kanye,1,kanye,ludla
uhlaza ludla umgodi kanye,1,kanye,ludla
uhlaza ludla ihlo kanye,1,kanye,ludla
uhlaza ludla insimu kanye,1,kanye,ludla
uhlaza ludla isifunda kanye,1,kanye,ludla
uhlaza ludla udonga kanye,1,kanye,ludla
uhlaza ludla itiye kanye,1,kanye,ludla
uhlaza ludla ibhodlela kanye,1,kanye,ludla
uhlaza ludla ukhiye kanye,1,kanye,ludla
uhlaza ludla inkantini kanye,1,kanye,ludla
uhlaza ludla isisu kanye,1,kanye,ludla
uhlaza ludla uphaya kanye,1,kanye,ludla
uhlaza ludla intaba kanye,1,kanye,ludla
uhlaza ludla umengammeli kanye,1,kanye,ludla
uhlaza ludla umhlaba kanye,1,kanye,ludla
uhlaza ludla ibhanoyi kanye,1,kanye,ludla
uhlaza ludla incwadi kanye,1,kanye,ludla
uhlaza ludla isitshalo kanye,1,kanye,ludla
uhlaza ludla unesi kanye,1,kanye,ludla
uhlaza ludla isithwebuli kanye,1,kanye,ludla
uhlaza ludla isilwane esifuyiweyo kanye,1,kanye,ludla
uhlaza ludla igumbi kanye,1,kanye,ludla
uhlaza ludla iwindi kanye,1,kanye,ludla
uhlaza ludla ulwandle kanye,1,kanye,ludla
uhlaza ludla ummeli kanye,1,kanye,ludla
uhlaza ludla umphakathi kanye,1,kanye,ludla
uhlaza ludla ikomidi kanye,1,kanye,ludla
uhlaza ludla indlwana kanye,1,kanye,ludla
uhlaza ludla iphilisi kanye,1,kanye,ludla
uhlaza ludla uhlaza kanye,1,kanye,ludla
uhlaza ludla imoto kanye,1,kanye,ludla
imoto idla imali kanye,1,kanye,idla
imoto idla ijikijolo kanye,1,kanye,idla
imoto idla inyoni kanye,1,kanye,idla
imoto idla ibhishi kanye,1,kanye,idla
imoto idla izwe kanye,1,kanye,idla
imoto idla isakhiwo kanye,1,kanye,idla
imoto idla umnini kanye,1,kanye,idla
imoto idla unyawo kanye,1,kanye,idla
imoto idla izambane kanye,1,kanye,idla
imoto idla iNkosi kanye,1,kanye,idla
imoto idla ibhola kanye,1,kanye,idla
imoto idla umzila kanye,1,kanye,idla
imoto idla isicathulo kanye,1,kanye,idla
imoto idla ihholitshi kanye,1,kanye,idla
imoto idla isihlahla kanye,1,kanye,idla
imoto idla ihhotela kanye,1,kanye,idla
imoto idla ihebhivo kanye,1,kanye,idla
imoto idla umuthi kanye,1,kanye,idla
imoto idla igilebhisi kanye,1,kanye,idla
imoto idla isikukhukhula kanye,1,kanye,idla
imoto idla inyuvesi kanye,1,kanye,idla
imoto idla inja kanye,1,kanye,idla
imoto idla iphoyisa kanye,1,kanye,idla
imoto idla umkhandlu kanye,1,kanye,idla
imoto idla iwayini kanye,1,kanye,idla
imoto idla uphawu kanye,1,kanye,idla
imoto idla indawo yokubhukuda kanye,1,kanye,idla
imoto idla ikhompyutha kanye,1,kanye,idla
imoto idla isikhulumi kanye,1,kanye,idla
imoto idla inyama kanye,1,kanye,idla
imoto idla udokotela kanye,1,kanye,idla
imoto idla indlovu kanye,1,kanye,idla
imoto idla inkampani kanye,1,kanye,idla
imoto idla inkukhu kanye,1,kanye,idla
imoto idla umlamuleli kanye,1,kanye,idla
imoto idla isidlo kanye,1,kanye,idla
imoto idla umfundi we-undergraduate kanye,1,kanye,idla
imoto idla ipayipi kanye,1,kanye,idla
imoto idla umfundisi kanye,1,kanye,idla
imoto idla ibhodwe kanye,1,kanye,idla
imoto idla iphalamende kanye,1,kanye,idla
imoto idla iholidi kanye,1,kanye,idla
imoto idla indaba kanye,1,kanye,idla
imoto idla ufishi kanye,1,kanye,idla
imoto idla ithoyizi kanye,1,kanye,idla
imoto idla umfula kanye,1,kanye,idla
imoto idla ukhilimu oyiqhwa kanye,1,kanye,idla
imoto idla ibhokisi kanye,1,kanye,idla
imoto idla isitambu kanye,1,kanye,idla
imoto idla umsebenzi kanye,1,kanye,idla
imoto idla umgodi kanye,1,kanye,idla
imoto idla ihlo kanye,1,kanye,idla
imoto idla insimu kanye,1,kanye,idla
imoto idla isifunda kanye,1,kanye,idla
imoto idla udonga kanye,1,kanye,idla
imoto idla itiye kanye,1,kanye,idla
imoto idla ibhodlela kanye,1,kanye,idla
imoto idla ukhiye kanye,1,kanye,idla
imoto idla inkantini kanye,1,kanye,idla
imoto idla isisu kanye,1,kanye,idla
imoto idla uphaya kanye,1,kanye,idla
imoto idla intaba kanye,1,kanye,idla
imoto idla umengammeli kanye,1,kanye,idla
imoto idla umhlaba kanye,1,kanye,idla
imoto idla ibhanoyi kanye,1,kanye,idla
imoto idla incwadi kanye,1,kanye,idla
imoto idla isitshalo kanye,1,kanye,idla
imoto idla unesi kanye,1,kanye,idla
imoto idla isithwebuli kanye,1,kanye,idla
imoto idla isilwane esifuyiweyo kanye,1,kanye,idla
imoto idla igumbi kanye,1,kanye,idla
imoto idla iwindi kanye,1,kanye,idla
imoto idla ulwandle kanye,1,kanye,idla
imoto idla ummeli kanye,1,kanye,idla
imoto idla umphakathi kanye,1,kanye,idla
imoto idla ikomidi kanye,1,kanye,idla
imoto idla indlwana kanye,1,kanye,idla
imoto idla iphilisi kanye,1,kanye,idla
imoto idla uhlaza kanye,1,kanye,idla
imoto idla imoto kanye,1,kanye,idla
imali ienza imali kanye,1,kanye,ienza
imali ienza ijikijolo kanye,1,kanye,ienza
imali ienza inyoni kanye,1,kanye,ienza
imali ienza ibhishi kanye,1,kanye,ienza
imali ienza izwe kanye,1,kanye,ienza
imali ienza isakhiwo kanye,1,kanye,ienza
imali ienza umnini kanye,1,kanye,ienza
imali ienza unyawo kanye,1,kanye,ienza
imali ienza izambane kanye,1,kanye,ienza
imali ienza iNkosi kanye,1,kanye,ienza
imali ienza ibhola kanye,1,kanye,ienza
imali ienza umzila kanye,1,kanye,ienza
imali ienza isicathulo kanye,1,kanye,ienza
imali ienza ihholitshi kanye,1,kanye,ienza
imali ienza isihlahla kanye,1,kanye,ienza
imali ienza ihhotela kanye,1,kanye,ienza
imali ienza ihebhivo kanye,1,kanye,ienza
imali ienza umuthi kanye,1,kanye,ienza
imali ienza igilebhisi kanye,1,kanye,ienza
imali ienza isikukhukhula kanye,1,kanye,ienza
imali ienza inyuvesi kanye,1,kanye,ienza
imali ienza inja kanye,1,kanye,ienza
imali ienza iphoyisa kanye,1,kanye,ienza
imali ienza umkhandlu kanye,1,kanye,ienza
imali ienza iwayini kanye,1,kanye,ienza
imali ienza uphawu kanye,1,kanye,ienza
imali ienza indawo yokubhukuda kanye,1,kanye,ienza
imali ienza ikhompyutha kanye,1,kanye,ienza
imali ienza isikhulumi kanye,1,kanye,ienza
imali ienza inyama kanye,1,kanye,ienza
imali ienza udokotela kanye,1,kanye,ienza
imali ienza indlovu kanye,1,kanye,ienza
imali ienza inkampani kanye,1,kanye,ienza
imali ienza inkukhu kanye,1,kanye,ienza
imali ienza umlamuleli kanye,1,kanye,ienza
imali ienza isidlo kanye,1,kanye,ienza
imali ienza umfundi we-undergraduate kanye,1,kanye,ienza
imali ienza ipayipi kanye,1,kanye,ienza
imali ienza umfundisi kanye,1,kanye,ienza
imali ienza ibhodwe kanye,1,kanye,ienza
imali ienza iphalamende kanye,1,kanye,ienza
imali ienza iholidi kanye,1,kanye,ienza
imali ienza indaba kanye,1,kanye,ienza
imali ienza ufishi kanye,1,kanye,ienza
imali ienza ithoyizi kanye,1,kanye,ienza
imali ienza umfula kanye,1,kanye,ienza
imali ienza ukhilimu oyiqhwa kanye,1,kanye,ienza
imali ienza ibhokisi kanye,1,kanye,ienza
imali ienza isitambu kanye,1,kanye,ienza
imali ienza umsebenzi kanye,1,kanye,ienza
imali ienza umgodi kanye,1,kanye,ienza
imali ienza ihlo kanye,1,kanye,ienza
imali ienza insimu kanye,1,kanye,ienza
imali ienza isifunda kanye,1,kanye,ienza
imali ienza udonga kanye,1,kanye,ienza
imali ienza itiye kanye,1,kanye,ienza
imali ienza ibhodlela kanye,1,kanye,ienza
imali ienza ukhiye kanye,1,kanye,ienza
imali ienza inkantini kanye,1,kanye,ienza
imali ienza isisu kanye,1,kanye,ienza
imali ienza uphaya kanye,1,kanye,ienza
imali ienza intaba kanye,1,kanye,ienza
imali ienza umengammeli kanye,1,kanye,ienza
imali ienza umhlaba kanye,1,kanye,ienza
imali ienza ibhanoyi kanye,1,kanye,ienza
imali ienza incwadi kanye,1,kanye,ienza
imali ienza isitshalo kanye,1,kanye,ienza
imali ienza unesi kanye,1,kanye,ienza
imali ienza isithwebuli kanye,1,kanye,ienza
imali ienza isilwane esifuyiweyo kanye,1,kanye,ienza
imali ienza igumbi kanye,1,kanye,ienza
imali ienza iwindi kanye,1,kanye,ienza
imali ienza ulwandle kanye,1,kanye,ienza
imali ienza ummeli kanye,1,kanye,ienza
imali ienza umphakathi kanye,1,kanye,ienza
imali ienza ikomidi kanye,1,kanye,ienza
imali ienza indlwana kanye,1,kanye,ienza
imali ienza iphilisi kanye,1,kanye,ienza
imali ienza uhlaza kanye,1,kanye,ienza
imali ienza imoto kanye,1,kanye,ienza
ijikijolo lienza imali kanye,1,kanye,lienza
ijikijolo lienza ijikijolo kanye,1,kanye,lienza
ijikijolo lienza inyoni kanye,1,kanye,lienza
ijikijolo lienza ibhishi kanye,1,kanye,lienza
ijikijolo lienza izwe kanye,1,kanye,lienza
ijikijolo lienza isakhiwo kanye,1,kanye,lienza
ijikijolo lienza umnini kanye,1,kanye,lienza
ijikijolo lienza unyawo kanye,1,kanye,lienza
ijikijolo lienza izambane kanye,1,kanye,lienza
ijikijolo lienza iNkosi kanye,1,kanye,lienza
ijikijolo lienza ibhola kanye,1,kanye,lienza
ijikijolo lienza umzila kanye,1,kanye,lienza
ijikijolo lienza isicathulo kanye,1,kanye,lienza
ijikijolo lienza ihholitshi kanye,1,kanye,lienza
ijikijolo lienza isihlahla kanye,1,kanye,lienza
ijikijolo lienza ihhotela kanye,1,kanye,lienza
ijikijolo lienza ihebhivo kanye,1,kanye,lienza
ijikijolo lienza umuthi kanye,1,kanye,lienza
ijikijolo lienza igilebhisi kanye,1,kanye,lienza
ijikijolo lienza isikukhukhula kanye,1,kanye,lienza
ijikijolo lienza inyuvesi kanye,1,kanye,lienza
ijikijolo lienza inja kanye,1,kanye,lienza
ijikijolo lienza iphoyisa kanye,1,kanye,lienza
ijikijolo lienza umkhandlu kanye,1,kanye,lienza
ijikijolo lienza iwayini kanye,1,kanye,lienza
ijikijolo lienza uphawu kanye,1,kanye,lienza
ijikijolo lienza indawo yokubhukuda kanye,1,kanye,lienza
ijikijolo lienza ikhompyutha kanye,1,kanye,lienza
ijikijolo lienza isikhulumi kanye,1,kanye,lienza
ijikijolo lienza inyama kanye,1,kanye,lienza
ijikijolo lienza udokotela kanye,1,kanye,lienza
ijikijolo lienza indlovu kanye,1,kanye,lienza
ijikijolo lienza inkampani kanye,1,kanye,lienza
ijikijolo lienza inkukhu kanye,1,kanye,lienza
ijikijolo lienza umlamuleli kanye,1,kanye,lienza
ijikijolo lienza isidlo kanye,1,kanye,lienza
ijikijolo lienza umfundi we-undergraduate kanye,1,kanye,lienza
ijikijolo lienza ipayipi kanye,1,kanye,lienza
ijikijolo lienza umfundisi kanye,1,kanye,lienza
ijikijolo lienza ibhodwe kanye,1,kanye,lienza
ijikijolo lienza iphalamende kanye,1,kanye,lienza
ijikijolo lienza iholidi kanye,1,kanye,lienza
ijikijolo lienza indaba kanye,1,kanye,lienza
ijikijolo lienza ufishi kanye,1,kanye,lienza
ijikijolo lienza ithoyizi kanye,1,kanye,lienza
ijikijolo lienza umfula kanye,1,kanye,lienza
ijikijolo lienza ukhilimu oyiqhwa kanye,1,kanye,lienza
ijikijolo lienza ibhokisi kanye,1,kanye,lienza
ijikijolo lienza isitambu kanye,1,kanye,lienza
ijikijolo lienza umsebenzi kanye,1,kanye,lienza
ijikijolo lienza umgodi kanye,1,kanye,lienza
ijikijolo lienza ihlo kanye,1,kanye,lienza
ijikijolo lienza insimu kanye,1,kanye,lienza
ijikijolo lienza isifunda kanye,1,kanye,lienza
ijikijolo lienza udonga kanye,1,kanye,lienza
ijikijolo lienza itiye kanye,1,kanye,lienza
ijikijolo lienza ibhodlela kanye,1,kanye,lienza
ijikijolo lienza ukhiye kanye,1,kanye,lienza
ijikijolo lienza inkantini kanye,1,kanye,lienza
ijikijolo lienza isisu kanye,1,kanye,lienza
ijikijolo lienza uphaya kanye,1,kanye,lienza
ijikijolo lienza intaba kanye,1,kanye,lienza
ijikijolo lienza umengammeli kanye,1,kanye,lienza
ijikijolo lienza umhlaba kanye,1,kanye,lienza
ijikijolo lienza ibhanoyi kanye,1,kanye,lienza
ijikijolo lienza incwadi kanye,1,kanye,lienza
ijikijolo lienza isitshalo kanye,1,kanye,lienza
ijikijolo lienza unesi kanye,1,kanye,lienza
ijikijolo lienza isithwebuli kanye,1,kanye,lienza
ijikijolo lienza isilwane esifuyiweyo kanye,1,kanye,lienza
ijikijolo lienza igumbi kanye,1,kanye,lienza
ijikijolo lienza iwindi kanye,1,kanye,lienza
ijikijolo lienza ulwandle kanye,1,kanye,lienza
ijikijolo lienza ummeli kanye,1,kanye,lienza
ijikijolo lienza umphakathi kanye,1,kanye,lienza
ijikijolo lienza ikomidi kanye,1,kanye,lienza
ijikijolo lienza indlwana kanye,1,kanye,lienza
ijikijolo lienza iphilisi kanye,1,kanye,lienza
ijikijolo lienza uhlaza kanye,1,kanye,lienza
ijikijolo lienza imoto kanye,1,kanye,lienza
inyoni ienza imali kanye,1,kanye,ienza
inyoni ienza ijikijolo kanye,1,kanye,ienza
inyoni ienza inyoni kanye,1,kanye,ienza
inyoni ienza ibhishi kanye,1,kanye,ienza
inyoni ienza izwe kanye,1,kanye,ienza
inyoni ienza isakhiwo kanye,1,kanye,ienza
inyoni ienza umnini kanye,1,kanye,ienza
inyoni ienza unyawo kanye,1,kanye,ienza
inyoni ienza izambane kanye,1,kanye,ienza
inyoni ienza iNkosi kanye,1,kanye,ienza
inyoni ienza ibhola kanye,1,kanye,ienza
inyoni ienza umzila kanye,1,kanye,ienza
inyoni ienza isicathulo kanye,1,kanye,ienza
inyoni ienza ihholitshi kanye,1,kanye,ienza
inyoni ienza isihlahla kanye,1,kanye,ienza
inyoni ienza ihhotela kanye,1,kanye,ienza
inyoni ienza ihebhivo kanye,1,kanye,ienza
inyoni ienza umuthi kanye,1,kanye,ienza
inyoni ienza igilebhisi kanye,1,kanye,ienza
inyoni ienza isikukhukhula kanye,1,kanye,ienza
inyoni ienza inyuvesi kanye,1,kanye,ienza
inyoni ienza inja kanye,1,kanye,ienza
inyoni ienza iphoyisa kanye,1,kanye,ienza
inyoni ienza umkhandlu kanye,1,kanye,ienza
inyoni ienza iwayini kanye,1,kanye,ienza
inyoni ienza uphawu kanye,1,kanye,ienza
inyoni ienza indawo yokubhukuda kanye,1,kanye,ienza
inyoni ienza ikhompyutha kanye,1,kanye,ienza
inyoni ienza isikhulumi kanye,1,kanye,ienza
inyoni ienza inyama kanye,1,kanye,ienza
inyoni ienza udokotela kanye,1,kanye,ienza
inyoni ienza indlovu kanye,1,kanye,ienza
inyoni ienza inkampani kanye,1,kanye,ienza
inyoni ienza inkukhu kanye,1,kanye,ienza
inyoni ienza umlamuleli kanye,1,kanye,ienza
inyoni ienza isidlo kanye,1,kanye,ienza
inyoni ienza umfundi we-undergraduate kanye,1,kanye,ienza
inyoni ienza ipayipi kanye,1,kanye,ienza
inyoni ienza umfundisi kanye,1,kanye,ienza
inyoni ienza ibhodwe kanye,1,kanye,ienza
inyoni ienza iphalamende kanye,1,kanye,ienza
inyoni ienza iholidi kanye,1,kanye,ienza
inyoni ienza indaba kanye,1,kanye,ienza
inyoni ienza ufishi kanye,1,kanye,ienza
inyoni ienza ithoyizi kanye,1,kanye,ienza
inyoni ienza umfula kanye,1,kanye,ienza
inyoni ienza ukhilimu oyiqhwa kanye,1,kanye,ienza
inyoni ienza ibhokisi kanye,1,kanye,ienza
inyoni ienza isitambu kanye,1,kanye,ienza
inyoni ienza umsebenzi kanye,1,kanye,ienza
inyoni ienza umgodi kanye,1,kanye,ienza
inyoni ienza ihlo kanye,1,kanye,ienza
inyoni ienza insimu kanye,1,kanye,ienza
inyoni ienza isifunda kanye,1,kanye,ienza
inyoni ienza udonga kanye,1,kanye,ienza
inyoni ienza itiye kanye,1,kanye,ienza
inyoni ienza ibhodlela kanye,1,kanye,ienza
inyoni ienza ukhiye kanye,1,kanye,ienza
inyoni ienza inkantini kanye,1,kanye,ienza
inyoni ienza isisu kanye,1,kanye,ienza
inyoni ienza uphaya kanye,1,kanye,ienza
inyoni ienza intaba kanye,1,kanye,ienza
inyoni ienza umengammeli kanye,1,kanye,ienza
inyoni ienza umhlaba kanye,1,kanye,ienza
inyoni ienza ibhanoyi kanye,1,kanye,ienza
inyoni ienza incwadi kanye,1,kanye,ienza
inyoni ienza isitshalo kanye,1,kanye,ienza
inyoni ienza unesi kanye,1,kanye,ienza
inyoni ienza isithwebuli kanye,1,kanye,ienza
inyoni ienza isilwane esifuyiweyo kanye,1,kanye,ienza
inyoni ienza igumbi kanye,1,kanye,ienza
inyoni ienza iwindi kanye,1,kanye,ienza
inyoni ienza ulwandle kanye,1,kanye,ienza
inyoni ienza ummeli kanye,1,kanye,ienza
inyoni ienza umphakathi kanye,1,kanye,ienza
inyoni ienza ikomidi kanye,1,kanye,ienza
inyoni ienza indlwana kanye,1,kanye,ienza
inyoni ienza iphilisi kanye,1,kanye,ienza
inyoni ienza uhlaza kanye,1,kanye,ienza
inyoni ienza imoto kanye,1,kanye,ienza
ibhishi lienza imali kanye,1,kanye,lienza
ibhishi lienza ijikijolo kanye,1,kanye,lienza
ibhishi lienza inyoni kanye,1,kanye,lienza
ibhishi lienza ibhishi kanye,1,kanye,lienza
ibhishi lienza izwe kanye,1,kanye,lienza
ibhishi lienza isakhiwo kanye,1,kanye,lienza
ibhishi lienza umnini kanye,1,kanye,lienza
ibhishi lienza unyawo kanye,1,kanye,lienza
ibhishi lienza izambane kanye,1,kanye,lienza
ibhishi lienza iNkosi kanye,1,kanye,lienza
ibhishi lienza ibhola kanye,1,kanye,lienza
ibhishi lienza umzila kanye,1,kanye,lienza
ibhishi lienza isicathulo kanye,1,kanye,lienza
ibhishi lienza ihholitshi kanye,1,kanye,lienza
ibhishi lienza isihlahla kanye,1,kanye,lienza
ibhishi lienza ihhotela kanye,1,kanye,lienza
ibhishi lienza ihebhivo kanye,1,kanye,lienza
ibhishi lienza umuthi kanye,1,kanye,lienza
ibhishi lienza igilebhisi kanye,1,kanye,lienza
ibhishi lienza isikukhukhula kanye,1,kanye,lienza
ibhishi lienza inyuvesi kanye,1,kanye,lienza
ibhishi lienza inja kanye,1,kanye,lienza
ibhishi lienza iphoyisa kanye,1,kanye,lienza
ibhishi lienza umkhandlu kanye,1,kanye,lienza
ibhishi lienza iwayini kanye,1,kanye,lienza
ibhishi lienza uphawu kanye,1,kanye,lienza
ibhishi lienza indawo yokubhukuda kanye,1,kanye,lienza
ibhishi lienza ikhompyutha kanye,1,kanye,lienza
ibhishi lienza isikhulumi kanye,1,kanye,lienza
ibhishi lienza inyama kanye,1,kanye,lienza
ibhishi lienza udokotela kanye,1,kanye,lienza
ibhishi lienza indlovu kanye,1,kanye,lienza
ibhishi lienza inkampani kanye,1,kanye,lienza
ibhishi lienza inkukhu kanye,1,kanye,lienza
ibhishi lienza umlamuleli kanye,1,kanye,lienza
ibhishi lienza isidlo kanye,1,kanye,lienza
ibhishi lienza umfundi we-undergraduate kanye,1,kanye,lienza
ibhishi lienza ipayipi kanye,1,kanye,lienza
ibhishi lienza umfundisi kanye,1,kanye,lienza
ibhishi lienza ibhodwe kanye,1,kanye,lienza
ibhishi lienza iphalamende kanye,1,kanye,lienza
ibhishi lienza iholidi kanye,1,kanye,lienza
ibhishi lienza indaba kanye,1,kanye,lienza
ibhishi lienza ufishi kanye,1,kanye,lienza
ibhishi lienza ithoyizi kanye,1,kanye,lienza
ibhishi lienza umfula kanye,1,kanye,lienza
ibhishi lienza ukhilimu oyiqhwa kanye,1,kanye,lienza
ibhishi lienza ibhokisi kanye,1,kanye,lienza
ibhishi lienza isitambu kanye,1,kanye,lienza
ibhishi lienza umsebenzi kanye,1,kanye,lienza
ibhishi lienza umgodi kanye,1,kanye,lienza
ibhishi lienza ihlo kanye,1,kanye,lienza
ibhishi lienza insimu kanye,1,kanye,lienza
ibhishi lienza isifunda kanye,1,kanye,lienza
ibhishi lienza udonga kanye,1,kanye,lienza
ibhishi lienza itiye kanye,1,kanye,lienza
ibhishi lienza ibhodlela kanye,1,kanye,lienza
ibhishi lienza ukhiye kanye,1,kanye,lienza
ibhishi lienza inkantini kanye,1,kanye,lienza
ibhishi lienza isisu kanye,1,kanye,lienza
ibhishi lienza uphaya kanye,1,kanye,lienza
ibhishi lienza intaba kanye,1,kanye,lienza
ibhishi lienza umengammeli kanye,1,kanye,lienza
ibhishi lienza umhlaba kanye,1,kanye,lienza
ibhishi lienza ibhanoyi kanye,1,kanye,lienza
ibhishi lienza incwadi kanye,1,kanye,lienza
ibhishi lienza isitshalo kanye,1,kanye,lienza
ibhishi lienza unesi kanye,1,kanye,lienza
ibhishi lienza isithwebuli kanye,1,kanye,lienza
ibhishi lienza isilwane esifuyiweyo kanye,1,kanye,lienza
ibhishi lienza igumbi kanye,1,kanye,lienza
ibhishi lienza iwindi kanye,1,kanye,lienza
ibhishi lienza ulwandle kanye,1,kanye,lienza
ibhishi lienza ummeli kanye,1,kanye,lienza
ibhishi lienza umphakathi kanye,1,kanye,lienza
ibhishi lienza ikomidi kanye,1,kanye,lienza
ibhishi lienza indlwana kanye,1,kanye,lienza
